id,model_name,model_sha,model_precision,model_type,model_weight_type,model_architecture,model_average_score,model_has_chat_template,evaluations_ifeval_name,evaluations_ifeval_value,evaluations_ifeval_normalized_score,evaluations_bbh_name,evaluations_bbh_value,evaluations_bbh_normalized_score,evaluations_math_name,evaluations_math_value,evaluations_math_normalized_score,evaluations_gpqa_name,evaluations_gpqa_value,evaluations_gpqa_normalized_score,evaluations_musr_name,evaluations_musr_value,evaluations_musr_normalized_score,evaluations_mmlu_pro_name,evaluations_mmlu_pro_value,evaluations_mmlu_pro_normalized_score,features_is_not_available_on_hub,features_is_merged,features_is_moe,features_is_flagged,features_is_official_provider,metadata_upload_date,metadata_submission_date,metadata_generation,metadata_base_model,metadata_hub_license,metadata_hub_hearts,metadata_params_billions,metadata_co2_cost
icefog72/Ice0.61-18.01-RP_bfloat16_de7284f12936f199f64446577efcf9bfc3373cfb_False,icefog72/Ice0.61-18.01-RP,de7284f12936f199f64446577efcf9bfc3373cfb,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,22.3637575463657,FALSE,IFEval,0.544127359849643,54.4127359849643,BBH,0.510483961334684,31.7728551791642,MATH Level 5,0.0460725075528701,4.60725075528701,GPQA,0.298657718120805,6.48769574944072,MUSR,0.469739583333333,17.9174479166667,MMLU-PRO,0.270861037234043,18.9845596926714,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-18,2025-01-18,1,icefog72/Ice0.61-18.01-RP (Merge),"",1,7.242,0.428207564815472
icefog72/Ice0.62-18.01-RP_bfloat16_54dd5535f4610541170ff00c7d5b95a08bdbc53b_False,icefog72/Ice0.62-18.01-RP,54dd5535f4610541170ff00c7d5b95a08bdbc53b,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,22.1982452402686,FALSE,IFEval,0.536733644507684,53.6733644507684,BBH,0.510332720819728,31.6216571254164,MATH Level 5,0.054380664652568,5.4380664652568,GPQA,0.297818791946309,6.3758389261745,MUSR,0.453770833333333,15.2213541666667,MMLU-PRO,0.287732712765957,20.8591903073286,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-18,2025-01-18,1,icefog72/Ice0.62-18.01-RP (Merge),"",1,7.242,0.415600153345689
icefog72/Ice0.62.1-24.01-RP_bfloat16_8984e9a4474f4dabfbcab7d57b31bd95a998b5c1_False,icefog72/Ice0.62.1-24.01-RP,8984e9a4474f4dabfbcab7d57b31bd95a998b5c1,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,21.9670111007593,FALSE,IFEval,0.518174000540787,51.8174000540787,BBH,0.510896776024695,31.6373853180497,MATH Level 5,0.0536253776435045,5.36253776435045,GPQA,0.300335570469799,6.71140939597315,MUSR,0.455104166666667,15.4880208333333,MMLU-PRO,0.287067819148936,20.7853132387707,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-24,2025-01-24,1,icefog72/Ice0.62.1-24.01-RP (Merge),"",1,7.242,0.427950044694892
icefog72/Ice0.64-24.01-RP_bfloat16_6a092740c7afc5cb57ed4c8e3099e70c864aae5b_False,icefog72/Ice0.64-24.01-RP,6a092740c7afc5cb57ed4c8e3099e70c864aae5b,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,22.8505270516647,FALSE,IFEval,0.544077492165233,54.4077492165233,BBH,0.505961011485625,31.2215700411784,MATH Level 5,0.061178247734139,6.1178247734139,GPQA,0.303691275167785,7.15883668903803,MUSR,0.462020833333333,16.7192708333333,MMLU-PRO,0.293301196808511,21.4779107565012,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-24,2025-01-24,1,icefog72/Ice0.64-24.01-RP (Merge),"",1,7.242,0.415968444673484
icefog72/Ice0.64.1-24.01-RP_bfloat16_012366d73b339025b121987aee071249cf07c3c8_False,icefog72/Ice0.64.1-24.01-RP,012366d73b339025b121987aee071249cf07c3c8,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,22.8605190580596,FALSE,IFEval,0.544677012548926,54.4677012548926,BBH,0.505961011485625,31.2215700411784,MATH Level 5,0.061178247734139,6.1178247734139,GPQA,0.303691275167785,7.15883668903803,MUSR,0.462020833333333,16.7192708333333,MMLU-PRO,0.293301196808511,21.4779107565012,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-24,2025-01-24,1,icefog72/Ice0.64.1-24.01-RP (Merge),"",1,7.242,0.413393713188189
icefog72/Ice0.65-25.01-RP_bfloat16_30d373c0cbefb5ff5551f024dbe13ec49a1b934e_False,icefog72/Ice0.65-25.01-RP,30d373c0cbefb5ff5551f024dbe13ec49a1b934e,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,21.7164042551977,FALSE,IFEval,0.502936652526408,50.2936652526408,BBH,0.509597625477493,31.947024647831,MATH Level 5,0.0641993957703928,6.41993957703928,GPQA,0.304530201342282,7.27069351230425,MUSR,0.433958333333333,12.178125,MMLU-PRO,0.29970079787234,22.1889775413712,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-25,2025-01-25,1,icefog72/Ice0.65-25.01-RP (Merge),"",1,7.242,0.411826423826147
icefog72/Ice0.66-25.01-RP_bfloat16_e702f830777c7a04860fc3b963d0e967b2e93901_False,icefog72/Ice0.66-25.01-RP,e702f830777c7a04860fc3b963d0e967b2e93901,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,22.6473855107286,FALSE,IFEval,0.532487134137422,53.2487134137422,BBH,0.512898354018871,32.1893589286437,MATH Level 5,0.0581570996978852,5.81570996978852,GPQA,0.307046979865772,7.60626398210291,MUSR,0.443447916666667,14.3643229166667,MMLU-PRO,0.303939494680851,22.6599438534279,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-25,2025-01-25,1,icefog72/Ice0.66-25.01-RP (Merge),"",0,7.242,0.405995568263536
icefog72/Ice0.67-25.01-RP_bfloat16_be7d6f95484266f2845e889f1266658c60491027_False,icefog72/Ice0.67-25.01-RP,be7d6f95484266f2845e889f1266658c60491027,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,22.1623529715613,FALSE,IFEval,0.536134124123991,53.6134124123991,BBH,0.511289415079001,32.0958195663718,MATH Level 5,0.0725075528700906,7.25075528700906,GPQA,0.285234899328859,4.6979865771812,MUSR,0.427885416666667,12.0190104166667,MMLU-PRO,0.30967420212766,23.29713356974,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-25,2025-01-25,1,icefog72/Ice0.67-25.01-RP (Merge),"",1,7.242,0.422310889208581
icefog72/Ice0.68-25.01-RP_bfloat16_6ed376c2f7dd6aa1db08f250b6df442476ae751c_False,icefog72/Ice0.68-25.01-RP,6ed376c2f7dd6aa1db08f250b6df442476ae751c,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,23.2420507945627,FALSE,IFEval,0.551371472138371,55.1371472138371,BBH,0.513005809482342,32.4851975457356,MATH Level 5,0.0725075528700906,7.25075528700906,GPQA,0.310402684563758,8.05369127516779,MUSR,0.4445625,14.1703125,MMLU-PRO,0.301196808510638,22.3552009456265,TRUE,TRUE,FALSE,FALSE,FALSE,2025-01-25,2025-01-25,1,icefog72/Ice0.68-25.01-RP (Merge),cc-by-nc-4.0,1,7.242,0.415684482125376
icefog72/Ice0.69-25.01-RP_bfloat16_052401cd6c0a7d4fb12619b778912b77a6ab472e_False,icefog72/Ice0.69-25.01-RP,052401cd6c0a7d4fb12619b778912b77a6ab472e,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,22.7798586124913,FALSE,IFEval,0.543752798131181,54.3752798131181,BBH,0.509768366559967,31.8015030192188,MATH Level 5,0.054380664652568,5.4380664652568,GPQA,0.312919463087248,8.38926174496644,MUSR,0.4485625,14.8369791666667,MMLU-PRO,0.296542553191489,21.838061465721,TRUE,TRUE,FALSE,FALSE,FALSE,2025-01-26,2025-01-26,1,icefog72/Ice0.69-25.01-RP (Merge),cc-by-nc-4.0,1,7.242,0.838196695809234
icefog72/Ice0.7-29.09-RP_bfloat16_932f2687137eebcafa9b90fe06e73ed272e0be81_False,icefog72/Ice0.7-29.09-RP,932f2687137eebcafa9b90fe06e73ed272e0be81,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,21.5878107673957,FALSE,IFEval,0.517574480157094,51.7574480157094,BBH,0.504766199235792,30.7258757142906,MATH Level 5,0.0687311178247734,6.87311178247734,GPQA,0.287751677852349,5.03355704697987,MUSR,0.423791666666667,11.5072916666667,MMLU-PRO,0.312666223404255,23.6295803782506,FALSE,FALSE,FALSE,FALSE,FALSE,2024-09-29,2024-10-03,1,icefog72/Ice0.7-29.09-RP (Merge),"",1,7.242,0.586854231419715
icefog72/Ice0.70-25.01-RP_bfloat16_32fa5aad9b85b3364c4215e7bd56aaae42178295_False,icefog72/Ice0.70-25.01-RP,32fa5aad9b85b3364c4215e7bd56aaae42178295,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,23.1125900652576,FALSE,IFEval,0.549797869652522,54.9797869652522,BBH,0.513632436415875,32.4891873906152,MATH Level 5,0.0604229607250755,6.04229607250755,GPQA,0.307885906040268,7.71812080536913,MUSR,0.451197916666667,15.26640625,MMLU-PRO,0.299617686170213,22.1797429078014,TRUE,TRUE,FALSE,FALSE,FALSE,2025-01-26,2025-01-26,0,icefog72/Ice0.70-25.01-RP,cc-by-nc-4.0,8,7.242,0.40602721833217
icefog72/Ice0.70.1-01.02-RP_bfloat16_651dffdc704b3d01da43ee794e93b6a1e6f6de5f_False,icefog72/Ice0.70.1-01.02-RP,651dffdc704b3d01da43ee794e93b6a1e6f6de5f,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,21.3267163023981,FALSE,IFEval,0.506958204231439,50.6958204231439,BBH,0.505979892680483,30.9834183247975,MATH Level 5,0.0302114803625378,3.02114803625378,GPQA,0.297818791946309,6.3758389261745,MUSR,0.459916666666667,17.45625,MMLU-PRO,0.27485039893617,19.4278221040189,FALSE,FALSE,FALSE,FALSE,FALSE,2025-02-01,2025-02-01,1,icefog72/Ice0.70.1-01.02-RP (Merge),"",0,7.242,0.395181355017505
icefog72/Ice0.73-01.02-RP_bfloat16_787dd7ed7822e0e0ff640bafafd1a7a2d3bc4213_False,icefog72/Ice0.73-01.02-RP,787dd7ed7822e0e0ff640bafafd1a7a2d3bc4213,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,21.86355816244,FALSE,IFEval,0.529164838184905,52.9164838184905,BBH,0.510342589079232,31.5128932448613,MATH Level 5,0.0392749244712991,3.92749244712991,GPQA,0.291107382550336,5.48098434004475,MUSR,0.466395833333333,18.4328125,MMLU-PRO,0.270196143617021,18.9106826241135,FALSE,FALSE,FALSE,FALSE,FALSE,2025-02-01,2025-02-01,1,icefog72/Ice0.73-01.02-RP (Merge),"",1,7.242,0.405790049508358
icefog72/Ice0.74-02.02-RP_bfloat16_8ed5ccee25c479b47bb40f69b6cfcfe66d9c4e49_False,icefog72/Ice0.74-02.02-RP,8ed5ccee25c479b47bb40f69b6cfcfe66d9c4e49,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,14.1387781184951,FALSE,IFEval,0.293534488490538,29.3534488490538,BBH,0.464613496507506,24.8168773836931,MATH Level 5,0,0,GPQA,0.296140939597315,6.15212527964205,MUSR,0.428041666666667,11.8052083333333,MMLU-PRO,0.214345079787234,12.7050088652482,FALSE,FALSE,FALSE,FALSE,FALSE,2025-02-02,2025-02-02,1,icefog72/Ice0.74-02.02-RP (Merge),"",0,7.242,0.428852189344979
icefog72/Ice0.76-02.02-RP_bfloat16_80ae841ed7121d151b36952be936fdf74d50ed66_False,icefog72/Ice0.76-02.02-RP,80ae841ed7121d151b36952be936fdf74d50ed66,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,19.1323372644096,FALSE,IFEval,0.452902742501008,45.2902742501008,BBH,0.508561040787507,31.0716806557854,MATH Level 5,0.0113293051359517,1.13293051359517,GPQA,0.286912751677852,4.92170022371365,MUSR,0.436166666666667,14.0208333333333,MMLU-PRO,0.265209441489362,18.3566046099291,FALSE,FALSE,FALSE,FALSE,FALSE,2025-02-02,2025-02-02,1,icefog72/Ice0.76-02.02-RP (Merge),"",0,7.242,0.372027024838486
icefog72/Ice0.77-02.02-RP_bfloat16_b78089d84cf2255d9c32a74dd7aa5b041db2275d_False,icefog72/Ice0.77-02.02-RP,b78089d84cf2255d9c32a74dd7aa5b041db2275d,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,22.4556911730018,FALSE,IFEval,0.530963399335984,53.0963399335984,BBH,0.510925730016075,31.86010534007,MATH Level 5,0.0377643504531722,3.77643504531722,GPQA,0.285234899328859,4.6979865771812,MUSR,0.4765,19.0958333333333,MMLU-PRO,0.299867021276596,22.2074468085106,TRUE,TRUE,FALSE,FALSE,FALSE,2025-02-02,2025-02-05,1,icefog72/Ice0.77-02.02-RP (Merge),cc-by-nc-4.0,1,7.242,1.99226724294842
icefog72/Ice0.78-02.02-RP_bfloat16_e335dea95135a17aa3e06c2893d385b7bf4a7c19_False,icefog72/Ice0.78-02.02-RP,e335dea95135a17aa3e06c2893d385b7bf4a7c19,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,19.9497022757303,FALSE,IFEval,0.405292401937969,40.5292401937969,BBH,0.500212696138105,29.3334224012862,MATH Level 5,0.0445619335347432,4.45619335347432,GPQA,0.293624161073826,5.8165548098434,MUSR,0.468625,17.8447916666667,MMLU-PRO,0.29546210106383,21.7180112293144,FALSE,FALSE,FALSE,FALSE,FALSE,2025-02-02,2025-02-02,1,icefog72/Ice0.78-02.02-RP (Merge),"",1,7.242,0.43158864039208
icefog72/Ice0.80-03.02-RP_bfloat16_2aad3cb184adcef0a9d5f1c7a38511c3908bbc29_False,icefog72/Ice0.80-03.02-RP,2aad3cb184adcef0a9d5f1c7a38511c3908bbc29,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,22.8752030503893,FALSE,IFEval,0.551646298488012,55.1646298488012,BBH,0.509796221867929,30.5837538790623,MATH Level 5,0.0551359516616314,5.51359516616314,GPQA,0.278523489932886,3.80313199105145,MUSR,0.4923125,20.9390625,MMLU-PRO,0.291223404255319,21.2470449172577,FALSE,FALSE,FALSE,FALSE,FALSE,2025-02-03,2025-02-03,1,icefog72/Ice0.80-03.02-RP (Merge),"",0,7.242,0.451831412754138
icefog72/IceCocoaRP-7b_float16_001beaf88932f7e010af21bbdeff0079bda73b1d_False,icefog72/IceCocoaRP-7b,001beaf88932f7e010af21bbdeff0079bda73b1d,float16,basemergesandmoerges,Original,MistralForCausalLM,20.9596186311015,FALSE,IFEval,0.496242192936963,49.6242192936963,BBH,0.493790214707625,29.6368954947228,MATH Level 5,0.0596676737160121,5.96676737160121,GPQA,0.295302013422819,6.04026845637584,MUSR,0.419791666666667,11.1739583333333,MMLU-PRO,0.309840425531915,23.3156028368794,TRUE,TRUE,FALSE,FALSE,FALSE,2024-06-07,2024-06-26,1,icefog72/IceCocoaRP-7b (Merge),cc-by-nc-4.0,3,7.242,0.584941572810859
icefog72/IceCoffeeRP-7b_float16_131c0f7c0809a9d23b05b63cb550a586c3c7b372_False,icefog72/IceCoffeeRP-7b,131c0f7c0809a9d23b05b63cb550a586c3c7b372,float16,basemergesandmoerges,Original,MistralForCausalLM,20.3438247655761,FALSE,IFEval,0.495917498902911,49.5917498902911,BBH,0.488872162443272,29.3981073924059,MATH Level 5,0.054380664652568,5.4380664652568,GPQA,0.285234899328859,4.6979865771812,MUSR,0.415979166666667,10.9973958333333,MMLU-PRO,0.297456781914894,21.9396424349882,TRUE,TRUE,FALSE,FALSE,FALSE,2024-04-26,2024-06-26,0,icefog72/IceCoffeeRP-7b,cc-by-nc-4.0,6,7.242,0.57174454642259
icefog72/IceDrinkByFrankensteinV3RP_bfloat16_a4d2eb422867ea28860ad3b983b93bc97ca91719_False,icefog72/IceDrinkByFrankensteinV3RP,a4d2eb422867ea28860ad3b983b93bc97ca91719,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,19.8305219300246,FALSE,IFEval,0.49749110138876,49.749110138876,BBH,0.483252372341328,28.8458813981607,MATH Level 5,0.0521148036253777,5.21148036253777,GPQA,0.261744966442953,1.56599552572707,MUSR,0.4253125,12.1973958333333,MMLU-PRO,0.292719414893617,21.413268321513,TRUE,TRUE,FALSE,FALSE,FALSE,2024-09-23,2024-10-03,0,icefog72/IceDrinkByFrankensteinV3RP,cc-by-nc-4.0,0,7.242,1.75596053815251
icefog72/IceDrinkNameGoesHereRP-7b-Model_Stock_bfloat16_78f7625f85c3cb150565ebb68c3f8d47d48325c8_False,icefog72/IceDrinkNameGoesHereRP-7b-Model_Stock,78f7625f85c3cb150565ebb68c3f8d47d48325c8,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,18.6193026477569,FALSE,IFEval,0.496841713320656,49.6841713320656,BBH,0.465786469389273,26.2246540563247,MATH Level 5,0.0385196374622357,3.85196374622357,GPQA,0.268456375838926,2.46085011185682,MUSR,0.406739583333333,9.30911458333334,MMLU-PRO,0.281665558510638,20.1850620567376,TRUE,TRUE,FALSE,FALSE,FALSE,2024-09-14,2024-09-24,0,icefog72/IceDrinkNameGoesHereRP-7b-Model_Stock,cc-by-nc-4.0,2,7.242,1.69309899126099
icefog72/IceDrinkNameNotFoundRP-7b-Model_Stock_bfloat16_35db2bf9e6812c5819378be68f94159e962fd1cb_False,icefog72/IceDrinkNameNotFoundRP-7b-Model_Stock,35db2bf9e6812c5819378be68f94159e962fd1cb,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,21.3938498871489,FALSE,IFEval,0.51300327575278,51.3003275752781,BBH,0.502625425089929,30.6682514458964,MATH Level 5,0.061178247734139,6.1178247734139,GPQA,0.277684563758389,3.69127516778523,MUSR,0.4371875,13.6484375,MMLU-PRO,0.306432845744681,22.9369828605201,TRUE,TRUE,FALSE,FALSE,FALSE,2024-09-15,2024-09-15,0,icefog72/IceDrinkNameNotFoundRP-7b-Model_Stock,cc-by-nc-4.0,1,7.242,0.601448607727579
icefog72/IceDrunkCherryRP-7b_bfloat16_160b01e50d9c9441886f6cf987a3495bd8fa1c49_False,icefog72/IceDrunkCherryRP-7b,160b01e50d9c9441886f6cf987a3495bd8fa1c49,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,20.284230978002,FALSE,IFEval,0.489822559697159,48.9822559697159,BBH,0.484662903926315,28.241090201206,MATH Level 5,0.0619335347432024,6.19335347432024,GPQA,0.276845637583893,3.57941834451902,MUSR,0.4291875,12.3817708333333,MMLU-PRO,0.300947473404255,22.3274970449173,TRUE,TRUE,FALSE,FALSE,FALSE,2024-09-24,2024-09-24,0,icefog72/IceDrunkCherryRP-7b,cc-by-nc-4.0,1,7.242,0.544929800127415
icefog72/IceDrunkenCherryRP-7b_bfloat16_7a0d428a84bbef60a5287e838551dc56230b291f_False,icefog72/IceDrunkenCherryRP-7b,7a0d428a84bbef60a5287e838551dc56230b291f,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,21.7675495314773,FALSE,IFEval,0.47625854953745,47.625854953745,BBH,0.509308586549064,31.5052398573402,MATH Level 5,0.0626888217522659,6.26888217522659,GPQA,0.307046979865772,7.60626398210291,MUSR,0.44459375,14.27421875,MMLU-PRO,0.309923537234043,23.3248374704492,TRUE,TRUE,FALSE,FALSE,FALSE,2024-11-21,2024-11-25,1,icefog72/IceDrunkenCherryRP-7b (Merge),cc-by-nc-4.0,6,7.242,0.416584906458463
icefog72/IceEspressoRPv2-7b_bfloat16_d71a4c2ae25c063fd4c3d3df039908c648a8bab4_False,icefog72/IceEspressoRPv2-7b,d71a4c2ae25c063fd4c3d3df039908c648a8bab4,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,21.3401002482352,FALSE,IFEval,0.49771606005399,49.771606005399,BBH,0.505489015635079,31.3032385584181,MATH Level 5,0.0604229607250755,6.04229607250755,GPQA,0.289429530201342,5.2572706935123,MUSR,0.4330625,12.7661458333333,MMLU-PRO,0.30610039893617,22.9000443262411,FALSE,FALSE,FALSE,FALSE,FALSE,2024-09-11,2024-09-11,1,icefog72/IceEspressoRPv2-7b (Merge),"",1,7.242,0.572533810564499
icefog72/IceLemonTeaRP-32k-7b_float16_7ea0bdf873c535b73ca20db46db0799bac433662_False,icefog72/IceLemonTeaRP-32k-7b,7ea0bdf873c535b73ca20db46db0799bac433662,float16,basemergesandmoerges,Original,MistralForCausalLM,21.359847708164,FALSE,IFEval,0.521221470143663,52.1221470143663,BBH,0.499738524183793,30.1357796420232,MATH Level 5,0.0536253776435045,5.36253776435045,GPQA,0.290268456375839,5.36912751677852,MUSR,0.42903125,12.1955729166667,MMLU-PRO,0.306765292553192,22.9739213947991,TRUE,TRUE,FALSE,FALSE,FALSE,2024-04-03,2024-07-27,1,icefog72/IceLemonTeaRP-32k-7b (Merge),cc-by-nc-4.0,24,7.242,0.571435051954078
icefog72/IceMartiniRP-7b_bfloat16_e5be38a55d2d9877fbb61cffc7f48402ac0193fc_False,icefog72/IceMartiniRP-7b,e5be38a55d2d9877fbb61cffc7f48402ac0193fc,bfloat16,fine-tunedondomain-specificdatasets,Original,MistralForCausalLM,21.1837670542993,FALSE,IFEval,0.504460387327846,50.4460387327846,BBH,0.497242183763959,29.6853679164292,MATH Level 5,0.0687311178247734,6.87311178247734,GPQA,0.279362416107383,3.91498881431767,MUSR,0.434489583333333,13.14453125,MMLU-PRO,0.307347074468085,23.0385638297872,TRUE,FALSE,FALSE,FALSE,FALSE,2024-09-24,2024-09-24,0,icefog72/IceMartiniRP-7b,cc-by-nc-4.0,2,7.242,0.569437622212996
icefog72/IceNalyvkaRP-7b_bfloat16_25e556b22d702e6139c61799c946e4287611b015_False,icefog72/IceNalyvkaRP-7b,25e556b22d702e6139c61799c946e4287611b015,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,23.1125900652576,FALSE,IFEval,0.549797869652522,54.9797869652522,BBH,0.513632436415875,32.4891873906152,MATH Level 5,0.0604229607250755,6.04229607250755,GPQA,0.307885906040268,7.71812080536913,MUSR,0.451197916666667,15.26640625,MMLU-PRO,0.299617686170213,22.1797429078014,TRUE,TRUE,FALSE,FALSE,FALSE,2025-01-26,2025-01-26,0,icefog72/IceNalyvkaRP-7b,cc-by-nc-4.0,8,7.242,0.414676640420545
icefog72/IceSakeRP-7b_float16_3b6b00bc48cd99e9b28e5aa8293dc987a0cf069a_False,icefog72/IceSakeRP-7b,3b6b00bc48cd99e9b28e5aa8293dc987a0cf069a,float16,basemergesandmoerges,Original,MistralForCausalLM,21.5762244802939,FALSE,IFEval,0.522795072629512,52.2795072629512,BBH,0.511928705748464,31.6512550721568,MATH Level 5,0.0641993957703928,6.41993957703928,GPQA,0.285234899328859,4.6979865771812,MUSR,0.413,10.225,MMLU-PRO,0.317652925531915,24.183658392435,TRUE,TRUE,FALSE,FALSE,FALSE,2024-07-07,2024-08-22,1,icefog72/IceSakeRP-7b (Merge),cc-by-nc-4.0,15,7.242,1.29244876281246
icefog72/IceSakeV4RP-7b_bfloat16_e8cb50b78918149c7d1bf663bcb807e7bfac3eed_False,icefog72/IceSakeV4RP-7b,e8cb50b78918149c7d1bf663bcb807e7bfac3eed,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,20.0522509907393,FALSE,IFEval,0.463419283057842,46.3419283057842,BBH,0.492955782690873,29.2341932170775,MATH Level 5,0.0558912386706949,5.58912386706949,GPQA,0.294463087248322,5.92841163310962,MUSR,0.408197916666667,9.85807291666666,MMLU-PRO,0.310255984042553,23.3617760047281,FALSE,FALSE,FALSE,FALSE,FALSE,"",2024-06-26,0,Removed,"",0,7.242,0.54807863292486
icefog72/IceSakeV6RP-7b_float16_6838e68d35d037b0ef9b04a9de1ebc8ab508cd45_False,icefog72/IceSakeV6RP-7b,6838e68d35d037b0ef9b04a9de1ebc8ab508cd45,float16,basemergesandmoerges,Original,MistralForCausalLM,21.2270543901662,FALSE,IFEval,0.50326134656046,50.326134656046,BBH,0.497603363625664,30.3914947175522,MATH Level 5,0.0626888217522659,6.26888217522659,GPQA,0.291107382550336,5.48098434004475,MUSR,0.420010416666667,11.6346354166667,MMLU-PRO,0.309341755319149,23.260195035461,TRUE,TRUE,FALSE,FALSE,FALSE,2024-06-26,2024-06-26,0,icefog72/IceSakeV6RP-7b,cc-by-nc-4.0,2,7.242,0.555442766516733
icefog72/IceSakeV8RP-7b_float16_0f8f73fe356583e561479c689aa6597435327f4e_True,icefog72/IceSakeV8RP-7b,0f8f73fe356583e561479c689aa6597435327f4e,float16,basemergesandmoerges,Original,MistralForCausalLM,21.7650153990159,TRUE,IFEval,0.608574138840499,60.8574138840499,BBH,0.488471413379602,28.9662582332666,MATH Level 5,0.0641993957703928,6.41993957703928,GPQA,0.276006711409396,3.4675615212528,MUSR,0.399270833333333,8.5421875,MMLU-PRO,0.301030585106383,22.336731678487,TRUE,TRUE,FALSE,FALSE,FALSE,2024-06-26,2024-06-26,0,icefog72/IceSakeV8RP-7b,cc-by-nc-4.0,1,7.242,0.648285409734146
icefog72/IceTea21EnergyDrinkRPV13-DPOv3_bfloat16_2d4b4fd596ff0f6706a5752198e59da6ffc08067_False,icefog72/IceTea21EnergyDrinkRPV13-DPOv3,2d4b4fd596ff0f6706a5752198e59da6ffc08067,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,21.6842587279325,FALSE,IFEval,0.52634232724726,52.634232724726,BBH,0.501958758423263,30.6127340167025,MATH Level 5,0.0589123867069487,5.89123867069487,GPQA,0.283557046979866,4.47427293064877,MUSR,0.4371875,13.6484375,MMLU-PRO,0.305601728723404,22.8446365248227,FALSE,FALSE,FALSE,FALSE,FALSE,2024-09-05,2024-09-06,1,icefog72/IceTea21EnergyDrinkRPV13-DPOv3 (Merge),"",2,7.242,0.57994204720106
icefog72/IceTea21EnergyDrinkRPV13-DPOv3.5_bfloat16_0b0b0864347c3fad2b4d3e102f2f9839d20e296c_False,icefog72/IceTea21EnergyDrinkRPV13-DPOv3.5,0b0b0864347c3fad2b4d3e102f2f9839d20e296c,bfloat16,basemergesandmoerges,Original,MistralForCausalLM,17.3087994924629,FALSE,IFEval,0.487099784128335,48.7099784128335,BBH,0.439966001310903,22.5732257792367,MATH Level 5,0.0354984894259819,3.54984894259819,GPQA,0.284395973154362,4.58612975391499,MUSR,0.396416666666667,7.78541666666667,MMLU-PRO,0.249833776595745,16.6481973995272,FALSE,FALSE,FALSE,FALSE,FALSE,"",2024-09-25,0,Removed,"",0,7.242,0.500728699428476
ifable/gemma-2-Ifable-9B_bfloat16_d3dbde4efb93ea0a4f247de82541479de6b03160_False,ifable/gemma-2-Ifable-9B,d3dbde4efb93ea0a4f247de82541479de6b03160,bfloat16,fine-tunedondomain-specificdatasets,Original,Gemma2ForCausalLM,22.8886905557519,FALSE,IFEval,0.29842927875814,29.842927875814,BBH,0.586611555669324,41.0326446462653,MATH Level 5,0.0989425981873112,9.89425981873112,GPQA,0.341442953020134,12.1923937360179,MUSR,0.40525,8.52291666666667,MMLU-PRO,0.422623005319149,35.8470005910166,TRUE,FALSE,FALSE,FALSE,FALSE,2024-09-10,2024-09-25,0,ifable/gemma-2-Ifable-9B,gemma,57,9.242,4.31760442146203
